barcode;prix_vente
9782091220338;105,00
9782091268057;129,50
9782091268071;129,50
9782095063399;91,50
9782095063405;91,50
9782095052089;100,50
9782095052096;100,50
9782095052102;100,50
9782095052119;100,50
9782091244105;210,00
9782091242576;210,00
9782095063412;117,50
9782091243986;117,50
9782095033569;83,50
3133099106487;335,50
9782095063429;117,50
9782091243993;117,50
9782095020682;83,50
3133099095422;256,50
9782091244006;117,50
9782091244013;117,50
9782091252230;83,50
3133099077329;459,50
9782095048273;69,00
9782095048297;69,00
9782091243795;207,50
9782091243801;102,00
9782091243825;220,50
9782091243832;102,00
9782091243856;220,50
9782091243863;102,00
9782091243887;220,50
9782091243894;102,00
9782091243917;221,00
9782091243924;102,00
9782091249537;223,50
9782095022297;100,50
9782091249568;223,50
9782095022303;100,50
9782091249599;223,50
9782095022310;100,50
9782091249629;223,50
9782095022327;100,50
9782091217413;244,50
9782091224077;118,50
9789981348370;58,00
9782091217437;244,50
9782091224084;118,50
9789981348387;58,00
9782091217628;244,50
9782091224091;118,50
9789981348394;58,00
9782091217642;244,50
9782091224107;118,50
9789981348400;58,00
9782091220468;255,00
9782091205373;128,50
9782091220482;255,00
9782091205403;128,50
9782091220505;255,00
9782091205434;128,50
9782091220529;255,00
9782091205465;128,50
9782091225715;118,50
9782091225722;118,50
9782091225739;118,50
9782091225746;118,50
9782091225753;118,50
9782091225760;118,50
9782091227481;118,50
9782091225913;139,00
9782091225920;139,00
9782091225937;139,00
9782091211725;156,00
9782091211749;156,00
9782095048600;69,00
9782095048617;116,50
9782095048631;81,00
9782095048648;116,50
9782095048655;71,50
9782095048662;92,00
9782095063658;73,00
9782095063672;86,00
9782095063689;86,00
9782091241630;104,50
9782091241692;77,00
9782091241708;77,00
9782091241715;77,00
9782091241739;77,00
9782091241746;77,00
9782091241753;77,00
9782091226606;105,00
9782091224374;105,00
9782091224114;105,00
9782091224435;105,00
9782091225272;105,00
9782091242460;65,50
9782091242477;65,50
9782091252292;65,50
9782091252308;65,50
9782095015534;65,00
9782095060336;65,00
9782091242491;91,50
9782091242507;91,50
9782091242514;91,50
9782091242521;91,50
9782091226644;116,50
9782091226651;116,50
9782091226668;116,50
9782091228204;116,50
9782091228228;116,50
9782091242644;92,00
9782091242651;92,00
9782091244167;92,00
9782091242668;92,00
9782091244372;83,50
9782091244389;83,50
9782091242606;83,50
9782091242620;83,50
9782095020224;83,50
9782095020231;83,50
9782095020217;83,50
9782091244334;139,00
9782091244358;139,00
9782091242194;152,00
9782091242217;152,00
9782091251363;152,00
9782091251387;178,50
9782095033767;65,00
9782095033774;65,00
9782095046651;65,00
9782095051501;117,50
9782095046590;117,50
9782095032685;117,50
9782095060862;117,50
9782091251073;117,50
9782091251080;117,50
9782095053284;170,50
9782095047733;170,50
9782095064174;170,50
9782091249735;170,50
9782091241043;176,00
9782091241777;176,00
9782091244204;263,00
9782091244211;263,00
9782095047726;154,50
9782095061548;154,50
9782095061555;154,50
9782095064051;210,00
9782091242675;210,00
9782095064099;158,50
9782095064105;158,50
9782091252360;82,00
9782091252377;82,00
9782091241807;223,50
9782091228341;223,50
9782091228280;223,50
9782091241906;86,00
9782091241913;86,00
9782091241920;86,00
9782091252384;74,00
9782091252001;79,00
9782091242712;79,00
9782095064129;79,00
9782091242729;79,00
9782095064136;79,00
9782091241821;263,00
9782091240862;263,00
9782095064792;83,50
9782095064808;83,50
9782091252070;83,50
9782091242804;83,50
9782091252087;83,50
9782091242811;83,50
9782091252216;73,00
9782725645186;86,00
9782725645193;95,00
9782725645728;127,00
9782725641508;110,00
9782725641515;65,00
9782725641522;100,00
9782725641614;180,00
9782725641119;110,00
9782725641126;65,00
9782725648446;100,00
9782725641225;180,00
9782725647418;145,50
9782725646725;145,50
9782725641775;145,50
9782725642024;185,00
9782725646947;170,50
9782725642321;170,50
9782725647531;145,50
9782725635712;145,50
9782725647869;74,00
9782725647852;119,00
9782725643748;131,00
9782725636696;224,50
9782725636955;45,00
9782725636962;45,00
9782725636979;45,00
9782725636986;45,00
9782725636993;45,00
9782725641089;224,50
9782725640600;45,00
9782725640617;45,00
9782725640624;45,00
9782725643830;205,00
9782725649009;145,50
9782725648996;74,00
9782725642444;224,50
9782725640587;45,00
9782725640594;45,00
9782725641959;45,00
9782725641973;45,00
9782725641997;45,00
9782725645797;224,50
9782725643762;45,00
9782725643786;45,00
9782725647579;205,00
9782725648989;145,50
9782725645155;197,00
9782725647036;145,50
9782725647913;115,00
9782725648040;119,00
9782725648002;91,50
9782725647975;91,50
9782725647937;74,00
9789920762168;42,00
9782725646190;224,50
9782725647920;115,00
9782725647982;119,00
9782725648859;91,50
9782725647999;91,50
9782725647944;74,00
9782725647333;224,50
9782725647586;210,00
9782725647593;145,50
9782725647609;74,00
9782725634265;197,00
9782725634272;103,00
9782725634289;103,00
9782725640631;79,50
9782725635095;1024,50
9782725634296;197,00
9782725634302;103,00
9782725634319;103,00
9782725641768;79,50
9782725631875;1024,50
9782725643595;86,00
9782725646961;86,00
9782725649573;86,00
9782725647432;100,50
9782725647685;100,50
9782725649238;100,50
9782725643359;100,50
9782725649245;100,50
9782725645124;106,00
9782725649207;100,50
9782725649214;100,50
9782725646930;178,50
9782725646923;73,00
9782725647364;178,50
9782725647388;211,50
9782725647272;73,00
9782725648880;183,50
9782725648903;183,50
9782725648866;99,00
9782725649085;99,00
9782725645292;112,50
9782725635019;132,00
9782725637884;214,00
9782725637891;100,50
9782725637907;214,00
9782725637914;100,50
9782725647777;100,50
9782725649351;100,50
9782725641782;100,50
9782725645674;100,50
9782725647791;100,50
9782725643199;100,50
9782725643205;100,50
9782725646732;172,00
9782725634739;172,00
9782725634753;172,00
9782725634906;242,00
9782725634890;78,00
9782725649276;210,00
9782725649269;78,00
9782725649306;210,00
9782725649290;78,00
9782725631462;150,00
9782725646954;172,00
9782725648521;172,00
9782725648545;172,00
9782725636801;79,50
9782725637204;79,50
9782725648071;172,00
9782725642123;172,00
9782725646244;172,00
9782725646251;172,00
9782725646268;172,00
9782725640563;223,50
9782725640549;78,00
9782725641881;223,50
9782725641867;78,00
9782725642628;166,50
9782725642604;102,00
9782725649665;166,50
9782725642611;102,00
9782725645605;166,50
9782725645599;102,00
9782725637228;224,50
9782725637235;78,00
9782725638423;224,50
9782725638430;78,00
9782725636276;86,00
9782725636283;86,00
9782725632292;106,00
9782725636337;99,00
9782725637587;99,00
9782725646794;78,00
9782725637600;99,00
9782725646893;78,00
9782725634708;99,00
9782725635576;99,00
9782725637624;99,00
9782725637648;99,00
9782725640020;99,00
9782725640037;99,00
9782725649467;104,50
9782725649504;104,50
9782725645278;104,50
9782223113958;46,50
9782223114528;51,50
9782223114160;51,50
9782223114177;53,00
9782223114542;65,00
9782223114313;78,00
9782223113545;78,00
9782223011278;78,00
9782223113484;66,00
9782223011551;66,00
9782223113491;66,00
9782223011568;77,00
9782223113521;77,00
9782223010899;77,00
9782223011148;77,00
9782223113538;79,50
9782223010905;131,00
9782223010912;131,00
9782223010929;131,00
9782223010936;131,00
9782223010943;131,00
9782223010950;131,00
9782223010967;131,00
9782223010974;131,00
9782223011018;131,00
9782223011667;131,00
9782223011674;131,00
9782223011681;131,00
9782223011698;131,00
9782223011490;117,50
9782223011506;117,50
9782223114207;156,00
9782223114498;73,00
9782223114481;73,00
9782223011209;178,50
9782223011216;73,00
9782223011223;73,00
9782223112944;178,50
9782223112555;178,50
9782223112562;205,00
9782223113934;78,00
9782223113064;78,00
9782223113330;78,00
9782223113408;78,00
9782223114276;191,50
9782223114252;70,00
9782223114269;70,00
9782223011131;74,00
9782223011575;74,00
9782223114573;66,00
9782223114580;66,00
9782223114214;79,00
9782223114221;79,00
9782223011247;70,00
9782223011254;70,00
9782223011612;79,00
9782223011629;79,00
9782223101636;79,00
9782223113873;66,00
9782223113880;79,00
9782223113897;79,00
9782223011285;66,00
9782223011292;79,00
9782223011308;79,00
9782223011643;79,00
9782223011650;79,00
9782091717456;340,00
9782095025458;340,00
9782095025441;340,00
9782095025434;365,00
9782095051778;368,50
9782091717128;368,50
9954074411;16,00
9782095059392;368,50
9782091721286;368,50
9782091717135;368,50
9782091717586;383,00
9782091717593;383,00
9782095034924;368,50
9782095062903;368,50
9782091716282;290,50
9782091716336;59,50
9782091716343;59,50
9782092493588;132,50
9782748514070;106,00
9782095034832;86,00
9782095063191;86,00
9782091721446;86,00
9782091712970;86,00
9782095051808;117,50
9782095063214;117,50
9782091716367;117,50
9782091716374;117,50
9782091723877;104,50
9782091723884;104,50
9782095020965;81,00
9782095021443;81,00
9782091717197;383,00
9782095047764;117,50
9782091717692;117,50
9782091721477;117,50
9782091717623;396,00
9782091717630;396,00
9782091717647;409,50
9782091717654;409,50
9782091725413;112,50
9782091725420;112,50
9782091725543;112,50
9782091718941;416,00
9782095033385;416,00
9782091718958;416,00
9782095018566;429,00
9782091718965;462,00
9782091725512;429,00
9782091718972;462,00
9782091718873;277,50
9782095062798;86,00
9782095037697;86,00
9782095048754;86,00
9782095062811;86,00
9782095066086;86,00
9782095066093;86,00
9782095035105;368,50
9782091647166;389,50
9782095035112;144,00
9782095051136;144,00
9782095066833;144,00
9782091673868;144,00
9782091719429;370,00
9782095027568;95,50
9782095036737;342,00
9782095065973;342,00
9782095052812;342,00
9782091718835;342,00
9782091719122;342,00
9782095066055;342,00
9782091718859;342,00
9782091719146;342,00
9782091729381;342,00
9782091719160;342,00
9782091729404;342,00
9782091719184;342,00
9782091719214;449,00
9782095052829;91,50
9782095066079;91,50
9782091729367;91,50
9782095052836;91,50
9782091728995;99,00
9782091717968;330,00
9782091717975;330,00
9782091717982;330,00
9782091717944;436,00
9782091729343;104,50
9782091719764;104,50
9782095021870;104,50
9782095066109;65,00
9782091712727;350,00
9782091712741;350,00
9782091712734;350,00
9782091712697;436,00
9782091712529;436,00
9782091729350;104,50
9782091719870;104,50
9782095021894;104,50
9782095046279;302,50
9782095048846;112,50
9782095061562;302,50
9782095061579;112,50
9782095030889;158,50
9782095018184;304,00
9782095020910;119,00
9782091781815;304,00
9782091781822;119,00
9782091780320;323,50
9782091780337;119,00
9782091780511;323,50
9782091780528;119,00
9782091780900;323,50
9782091780917;119,00
9782091780931;323,50
9782091780948;119,00
9782091780962;323,50
9782091780979;119,00
9782095020941;94,00
9782095030520;94,00
9782095020927;94,00
9782095034801;117,50
9782095048006;117,50
9782095030896;290,50
9782095062767;91,50
9782095018498;310,50
9782095022006;96,50
9782091781846;310,50
9782091781303;317,00
9782091781310;96,50
9782091780351;317,00
9782091780368;96,50
9782091780382;317,00
9782091780399;96,50
9782091755434;330,00
9782091755441;112,50
9782091755465;330,00
9782091755472;112,50
9782091780719;132,00
9782091780726;132,00
9782091780733;132,00
9782095018528;158,50
9782091752532;310,50
9782091752556;116,50
9782091780412;310,50
9782091780429;116,50
9782091780443;310,50
9782091780450;116,50
9782095067618;329,00
9782091738918;442,50
9782091738956;116,50
9782091738949;116,50
9782091738932;116,50
9782091718668;86,00
9782091720524;495,00
9782091720531;465,00
9782091653020;434,50
9782091653051;434,50
9782091670973;348,50
9782091654478;197,00
9782091653181;447,50
9782091721422;238,00
9782091720982;119,00
9782091720999;119,00
9782091670959;131,00
9782091674544;157,50
9782091671932;91,50
9782095023836;117,50
9782091674001;104,50
9782091720876;106,00
9782091728643;356,50
9782091728667;356,50
9782091728681;356,50
9782091720548;517,50
9782091721149;525,50
9782091727981;515,00
9782091721439;125,50
9782091673479;131,00
9782091728285;462,00
9782091728391;343,50
9782091728575;462,00
9782091728582;343,50
9782091725307;482,00
9782095033408;462,00
9782091728278;462,00
9782095048778;462,00
9782091728315;462,00
9782091725284;482,00
9782095033392;462,00
9782091728292;462,00
9782095048808;462,00
9782091728742;462,00
9782091725314;462,00
9782091725499;132,00
9782091725482;132,00
9782091728889;581,00
9782091728896;594,00
9782091725369;594,00
9782091728865;581,00
9782091728872;594,00
9782091725352;594,00
9782095049805;527,00
9782091728766;527,00
9782091725338;535,00
9782095016593;302,50
9782091725970;310,50
9782091726298;131,00
9782095048822;462,00
9782091725994;513,50
9782095033415;475,50
9782091725376;527,00
9782091725468;513,50
9782091726366;462,00
9782091726779;495,00
9782095052843;462,00
9782091729053;462,00
9782095052850;99,00
9782091726373;79,50
9782091729435;92,50
9782095025366;131,00
9782091729084;495,00
9782095025359;304,00
9782091728919;535,00
9782091728933;462,00
9782091728957;462,00
9782091729060;475,50
9782091729176;528,00
9782091729251;568,00
9782091727059;475,50
9782091727073;528,00
9782091729312;568,00
9782091729190;462,00
9782091729275;488,50
9782091729138;455,50
9782091729244;112,50
9782095042813;370,00
9782091781525;370,00
9782091781402;104,50
9782095052249;370,00
9782091781426;370,00
9782091781495;104,50
9782095061616;370,00
9782091781570;376,50
9782091781587;515,00
9782091781778;515,00
9782091781013;117,50
9782091781020;117,50
9782095030513;94,00
9782095030506;94,00
9782091781143;94,00
9782091781150;94,00
9782091781105;94,00
9782091781112;94,00
9782091781129;94,00
9782091781136;94,00
9782095061371;94,00
9782095015015;94,00
9782091781204;94,00
9782091781082;94,00
9782091781167;94,00
9782091781174;94,00
9782091781099;94,00
9782091781198;94,00
9782095046071;94,00
9782091781181;94,00
9782095042820;370,00
9782091781556;370,00
9782095061678;370,00
9782091781280;370,00
9782095061715;370,00
9782091781594;383,00
9782091781600;502,00
9782091781563;370,00
9782091781617;396,00
9782091781754;112,50
9782091781761;112,50
9782091780818;317,00
9782091781624;416,00
9782091653686;329,00
9782091675985;302,50
9782091676005;302,50
9782091654355;329,00
9782095066857;183,50
9782095035501;368,50
9782091696379;342,00
9782095040116;139,00
9782091676029;403,00
9782091673318;403,00
9782091654737;329,00
9782095052492;276,00
9782091671314;276,00
9782091673332;276,00
9782091654379;329,00
9782095051174;197,00
9782091671116;368,50
9782095051167;197,00
9782095066864;197,00
9782095035174;197,00
9782091654454;342,00
9782091629056;144,00
9782091653938;408,00
9782091671949;408,00
9782091650845;403,00
9782091650777;310,50
9782091671239;376,50
9782091671253;376,50
9782091654072;244,50
9782091671192;244,50
9782091671215;244,50
9782095019662;329,00
9782095019686;329,00
9782091673424;244,50
9782091673448;244,50
9782091654119;329,00
9782091671277;376,50
9782091671093;376,50
9782091654096;276,00
9782091671291;296,00
9782091671581;296,00
9782091676227;296,00
9782091671604;296,00
9782091676203;223,50
9782095035150;223,50
9782091673882;223,50
9782095051150;342,00
9782095051143;289,50
9782091674377;284,00
9782095066420;243,00
9782095035068;243,00
9782095066437;395,00
9782095051112;296,00
9782091670317;296,00
9782091670331;296,00
9782095035051;447,50
9782095051075;376,50
9782095019563;348,50
9782091675787;434,50
9782095051129;403,00
9782095019280;315,50
9782095019303;315,50
9782095019341;315,50
9782095019372;315,50
9782091672663;355,50
9782095036867;178,50
9782095035310;434,50
9782091670829;434,50
9782091670928;395,00
9782091670942;395,00
9782091673486;131,00
9782091653723;368,50
9782091670843;368,50
9782095079079;210,00
9782095019198;276,00
9782091670966;164,00
9782095035242;263,00
9782095051198;263,00
9782095020576;315,50
9782095066475;263,00
9782095035259;263,00
9782095036607;315,50
9782095051204;263,00
9782095020590;315,50
9782095066482;263,00
9782095035266;263,00
9782095036638;315,50
9782095051211;263,00
9782095020606;309,00
9782095051228;302,50
9782095020613;342,00
9782095066499;302,50
9782095035273;302,50
9782095036645;342,00
9782095051235;329,00
9782091670515;323,50
9782095051242;355,50
9782095035280;329,00
9782095036652;355,50
9782095035297;329,00
9782095036669;355,50
9782091670560;350,00
9782095062026;39,50
9782095062064;65,50
9782095038984;65,50
9782210508903;78,00
9782210507814;78,00
9782210508637;51,50
9782210511026;165,00
9782210509702;51,50
9782210507791;69,00
9782210508880;69,00
9782210508897;78,00
9782210722019;94,00
9782210722026;94,00
9782210722033;94,00
9782210785083;65,00
9782210784574;77,00
9782210784581;77,00
9782210784598;77,00
9782210514638;482,00
9782210512146;117,50
9782210512160;117,50
9782210512153;91,50
9782210512177;78,00
9782210512184;78,00
9920762151;49,00
9782210512207;205,00
9782210512214;99,00
9782210512221;99,00
9782210504080;201,00
9782210504097;95,50
9782210504103;95,50
9782210500303;91,50
9782210504110;69,00
9782210504547;71,50
9782210504554;71,50
9782210501379;71,50
9782210504127;210,00
9782210504134;106,00
9782210504530;104,50
9782210656741;117,50
9782210656758;117,50
9782210656765;95,50
9782210656772;95,50
2090180572;42,00
9782210656802;214,00
9782210656819;95,50
9782210623651;62,50
9782210510722;80,00
9782210623668;62,50
9782210623675;62,50
9782210623682;62,50
9782210623699;62,50
9782210624344;125,50
9782210624283;99,00
9782210623873;62,50
9782210624009;62,50
9782210624016;62,50
9782210624108;62,50
9782210510739;80,00
9782210624115;60,00
9782210624313;99,00
9782210501904;59,50
9782210501928;59,50
9782210501935;59,50
9782210501942;59,50
9782210502055;59,50
9782210501874;125,50
9782210501881;99,00
9782210510746;80,00
9782210623743;65,00
9782210510753;80,00
9782210623750;65,00
9782210510760;80,00
9782210623767;65,00
9782210623774;65,00
9782210510777;80,00
9782210623781;65,00
9782210624375;131,00
9782210624399;73,00
9782210624191;65,00
9782210624214;65,00
9782210624207;69,00
9782210510784;80,00
9782210624221;65,00
9782210624238;65,00
9782210510791;80,00
9782210623897;69,00
9782210623903;69,00
9782210510807;80,00
9782210623910;69,00
9782210623927;69,00
9782210623934;69,00
9782210510814;80,00
9782210623941;69,00
9782210510821;90,00
9782210625013;73,00
9782210625020;83,50
9782210510838;90,00
9782210625037;78,00
9782210625099;69,00
9782210625112;74,00
9782210510845;90,00
9782210625105;74,00
9782210510852;90,00
9782210625044;78,00
9782210510869;90,00
9782210625051;78,00
9782210625068;73,00
9782210510876;90,00
9782210625136;81,00
9782210625143;77,00
9782210625129;69,00
9782210503069;227,50
9782210503137;108,50
9782210503083;227,50
9782210503144;108,50
9782210503090;227,50
9782210503151;108,50
9782210503113;227,50
9782210503168;108,50
9782210113503;251,00
9782210113671;125,50
9782210508507;227,50
9782210508484;227,50
9782210514607;174,50
9782210506732;174,50
9782210514997;178,50
9782210504158;177,00
9782210513365;210,00
9782210505377;207,50
9782210511361;210,00
9782210505384;220,50
9782210502079;220,50
9782210511385;218,00
9782210505353;220,50
9782210513389;218,00
9782210505360;220,50
9782210507593;88,50
9782210507586;91,50
9782210505322;91,50
9782210505339;91,50
9782210515154;86,00
9782210515161;86,00
9782210515178;91,50
9782210515185;91,50
9782210513570;78,00
9782210513587;78,00
9782210514355;78,00
9782210514362;78,00
9782210509016;65,50
9782210509566;65,50
9782210509559;65,50
9782210784604;77,00
9782210784611;77,00
9782210511194;166,50
9782210514683;166,50
9782210513037;174,50
9782210508712;170,50
9782210513129;174,50
9782210508156;174,50
9782210514430;174,50
9782210508163;174,50
9782210514676;62,50
9782210513518;65,00
9782210511163;65,00
9782210514942;197,00
9782210515024;218,00
9782210511941;174,50
9782210505179;174,50
9782210511958;174,50
9782210505162;174,50
9782210513310;174,50
9782210505285;174,50
9782210510135;174,50
9782210510142;174,50
9782210505186;218,00
9782210505292;218,00
9782210503281;218,00
9782210511040;218,00
9782210506374;218,00
9782210513297;218,00
9782210506381;218,00
9782210503076;218,00
9782210503946;81,00
9782210503953;81,00
9782210503960;81,00
9782210503977;81,00
9782210503984;81,00
9782210507494;86,00
9782210507500;91,50
9782210506589;99,00
9782210506596;99,00
9782210508798;165,00
9782210511965;73,00
9782210509481;65,00
9782210511972;73,00
9782210509498;65,00
9782210508729;73,00
9782210511989;73,00
9782210509504;73,00
9782210508743;73,00
9782210513228;73,00
9782210511064;73,00
9782210511095;73,00
9782210513235;73,00
9782210511071;73,00
9782210511088;73,00
9782210508989;65,50
9782210508996;65,50
9782210509474;65,50
9782210505742;170,50
9782210505759;165,00
9782210507258;165,00
9782210504646;218,00
9782210505735;218,00
9782210508590;125,50
9782210507944;131,00
9782210507456;131,00
9782210507371;131,00
9782210507401;131,00
9782210504165;231,00
9782210503045;227,50
9782210500143;157,50
9782210500174;157,50
9782210500181;157,50
9782210504059;240,50
9782210511743;91,50
9782210511750;91,50
9782210503014;240,50
9782210503342;240,50
9782210506398;240,50
9782210506442;240,50
9782210503694;108,50
9782210503885;111,00
9782210503700;111,00
9782210503878;111,00
9782210503861;111,00
9782210119666;355,50
9782210119840;86,00
9782210122758;355,50
9782210119673;86,00
9782210113459;376,50
9782210113466;389,50
9782210113473;389,50
9782210105966;422,50
9782210106246;422,50
9782210106260;422,50
9782210106284;422,50
9782210107410;449,00
9782210446694;528,00
9782210118966;86,00
9782210119031;86,00
9782210115293;86,00
9782210115309;86,00
9782210107632;112,50
9782210107649;112,50
9782210107663;112,50
9782210107656;112,50
9782210107625;356,50
9782210110854;356,50
9782210110953;356,50
9782210116870;117,50
9782210118096;117,50
9782210118102;117,50
9782210120365;304,00
9782210122949;304,00
9782210122956;121,50
9782210115590;317,00
9782210115613;125,50
9782210117013;317,00
9782210117020;125,50
9782210117693;317,00
9782210117709;125,50
9782210107854;317,00
9782210107861;125,50
9782210107892;317,00
9782210107908;125,50
9782210111233;317,00
9782210111240;125,50
9782210113930;317,00
9782210113985;125,50
9782210119055;91,50
9782210117075;91,50
9782210115682;91,50
9782210115699;91,50
9782210117778;91,50
9782210117068;91,50
9782210122673;304,00
9782210122680;117,50
9782210114791;304,00
9782210114807;117,50
9782210118256;304,00
9782210117730;117,50
9782210118980;304,00
9782210118997;117,50
9782210120860;79,50
9782210105676;422,50
9782210116658;112,50
9782210105669;422,50
9782210105973;422,50
9782210106185;422,50
9782210114951;422,50
9782210105423;317,00
9782210107731;383,00
9782210107748;383,00
9782210107755;383,00
9782210107762;462,00
9782210123212;69,00
9782210123427;69,00
9782210123205;67,50
9782210116719;65,50
9782210105744;363,00
9782210118928;94,00
9782210119918;389,50
9782210119383;131,00
9782210119390;131,00
9782210119406;131,00
9782210107779;383,00
9782210107786;383,00
9782210107793;383,00
9782210107809;462,00
9782210120433;337,00
9782210120471;92,00
9782210119345;337,00
9782210122536;92,00
9782210119352;92,00
9782210106345;370,00
9782210119369;104,50
9782210115781;100,00
9782210122598;100,00
9782210119376;100,00
9782210115798;100,00
9782210115804;100,00
9782210115811;100,00
9782210111189;112,50
9782210111714;112,50
9782210114968;363,00
9782210104693;363,00
9782210105881;363,00
9782210105911;363,00
9782210109834;462,00
9782210116849;104,50
9782210120419;125,50
9782210120426;104,50
9782210111776;515,00
9782210112414;515,00
9782210113572;355,50
9782210114906;121,50
9782210114654;121,50
9782210114197;462,00
9782210114173;528,00
9782210110922;422,50
9782210117815;389,50
9782210112605;389,50
9782210113916;389,50
9782210115392;310,50
9782210120686;39,50
9782210121720;39,50
9782210122437;39,50
9782210121737;39,50
9782210121744;39,50
9782210121751;39,50
9782210121829;39,50
9782210121836;53,00
9782210121850;39,50
9782210123038;39,50
9782210121867;39,50
9782210123045;39,50
9782210121805;39,50
9782210121768;53,00
9782210121874;39,50
9782210121775;39,50
9782210121782;39,50
9782210121881;39,50
9782210112346;396,00
9782210113886;389,50
9782210112230;528,00
9782210113794;528,00
9782210111554;581,00
9782210113640;594,00
9782210105577;455,50
9782210113749;594,00
9782210113763;469,00
9782210112933;475,50
9782210111530;462,00
9782210112216;462,00
9782210113688;469,00
9782210117624;462,00
9782210111547;462,00
9782210112223;462,00
9782210113718;462,00
9782210113855;323,50
9782210112049;317,00
9782210120761;131,00
9782210120778;502,00
9782210111103;515,00
9782210120808;527,00
9782210113824;528,00
9782210118270;462,00
9782210111653;462,00
9782210120464;112,50
9782210112568;502,00
9782210117822;317,00
9782210118188;121,50
9782210117341;117,50
9782210114050;535,00
9782210114081;462,00
9782210114234;462,00
9782210112537;462,00
9782210112551;469,00
9782210112520;527,00
9782210112544;449,00
9782210119659;125,50
9782210114135;462,00
9782210119642;125,50
9782210119567;244,50
9782210115569;211,50
9782385510176;79,00
9782385510183;79,00
9782385510190;79,00
9782385510145;118,50
9782385511791;117,50
9782385511579;117,50
9782385510206;79,00
9782385510213;79,00
9782385510220;79,00
9782385510237;79,00
9782385510244;79,00
9782385510251;82,00
9782385510268;82,00
9782385513542;157,50
9782385513559;79,00
9782369402749;183,50
9782369402893;86,00
9782369405191;183,50
9782369405214;99,00
9782369406242;183,50
9782369406266;99,00
9782369407515;197,00
9782369407522;112,50
9782369409786;197,00
9782369409816;131,50
9782369403012;131,00
9782369402909;86,00
9782369405207;183,50
9782369405221;99,00
9782369406259;183,50
9782369406273;99,00
9782369407546;197,00
9782369407553;112,50
9782369409847;197,00
9782369409878;131,50
9782385514815;86,00
9782385514822;86,00
9782385514839;86,00
9782369409298;197,00
9782369409304;223,50
9782385511593;92,50
9782385511609;92,50
9782385511692;92,50
9782385511708;92,50
9782385511746;92,50
9782385511753;92,50
9782385513382;236,50
9782385512576;92,50
9782385512583;92,50
9782385512637;92,50
9782385512644;92,50
9782369407577;104,50
9782369407584;104,50
9782385512736;236,50
9782385514181;329,50
9782385511623;99,00
9782385511630;99,00
9782385511722;99,00
9782385511739;99,00
9782385511777;99,00
9782385511784;99,00
9782385512712;99,00
9782385512729;99,00
9782385512613;99,00
9782385512620;99,00
9782385512668;99,00
9782385512675;99,00
9782369409939;115,00
9782369409946;115,00
9782385512767;99,00
9782385512774;99,00
9782385512897;86,00
9782385512903;86,00
9782385512910;86,00
9782385512927;86,00
9782385514761;86,00
9782385514778;86,00
9782385514785;86,00
9782385514792;86,00
9782385514808;86,00
9782369409274;197,00
9782385514723;144,00
9782385514730;144,00
9782369407638;263,00
9782369408499;117,50
9782369407645;263,00
9782369408512;117,50
9782369409281;223,50
9782385510961;99,00
9782369406181;99,00
9782369406204;99,00
9782206087481;416,00
9782206010113;416,00
